Annual_Income,Monthly_Average_Spend,Transactions_Per_Month,Online_Offline_Spend_Ratio,Travel_Spend_Ratio,Dining_Spend_Ratio,Transaction_Summary,Reward_Tier
805657,56835,98,0.76,0.16,0.43,restaurant visit & electronics purchase,Gold
448609,24033,83,0.71,0.03,0.17,online shopping,Basic
553751,5000,83,0.22,0.07,0.08,international travel,Basic
849670,52976,20,0.61,0.57,0.09,flight booking & electronics purchase,Gold
780233,45721,61,0.5,0.27,0.44,fine dining & electronics purchase,Gold
655218,30461,14,0.06,0.15,0.33,fine dining,Basic
679791,15987,23,0.28,0.31,0.48,international travel & fine dining,Basic
974041,35305,71,1.0,0.41,0.4,flight booking & fine dining & electronics purchase,Basic
670576,46110,40,0.1,0.19,0.38,fine dining,Basic
777977,63317,8,0.51,0.44,0.25,international travel & online shopping,Gold
1342484,53772,79,0.85,0.15,0.41,restaurant visit & electronics purchase,Gold
444079,82161,37,0.3,0.07,0.21,grocery shopping,Basic
337039,29287,32,0.26,0.33,0.41,international travel & restaurant visit,Basic
995897,67621,84,0.89,0.09,0.38,restaurant visit & online shopping,Platinum
630339,50945,13,0.3,0.56,0.34,flight booking & fine dining,Basic
720440,63893,79,0.65,0.0,0.16,online shopping,Gold
604710,41269,10,0.74,0.45,0.32,flight booking & fine dining & online shopping,Basic
735049,71433,53,0.79,0.17,0.25,online shopping,Gold
1199634,55904,95,0.99,0.51,0.23,flight booking & online shopping,Gold
1000532,36411,80,0.8,0.04,0.5,restaurant visit & online shopping,Basic
1015555,49759,26,0.66,0.57,0.25,flight booking & online shopping,Gold
445943,45208,52,0.9,0.06,0.02,electronics purchase,Basic
512211,59783,25,0.91,0.47,0.31,hotel stay & restaurant visit & online shopping,Basic
200000,26404,37,0.97,0.31,0.36,international travel & restaurant visit & electronics purchase,Platinum
597654,49412,85,0.78,0.26,0.44,restaurant visit & electronics purchase,Basic
1039175,57906,60,0.19,0.17,0.32,restaurant visit,Gold
929236,50660,33,0.71,0.5,0.01,flight booking & online shopping,Gold
744621,76938,57,0.08,0.12,0.06,electronics purchase,Gold
794424,65480,44,0.32,0.43,0.08,flight booking,Gold
627778,49850,78,0.12,0.27,0.11,online shopping,Basic
851189,54333,22,0.95,0.6,0.4,hotel stay & restaurant visit & online shopping,Gold
991469,55913,51,0.34,0.37,0.15,hotel stay,Gold
396028,58065,17,0.71,0.06,0.16,electronics purchase,Basic
874911,13486,31,0.57,0.25,0.38,fine dining & electronics purchase,Basic
1033108,43969,66,0.11,0.04,0.21,hotel stay,Gold
696224,20311,78,0.56,0.17,0.03,electronics purchase,Basic
975175,75565,49,0.66,0.21,0.29,online shopping,Gold
1503663,48783,7,0.88,0.51,0.07,international travel & electronics purchase,Platinum
773914,46133,26,0.07,0.5,0.29,flight booking,Gold
898326,67935,31,0.3,0.01,0.39,restaurant visit,Gold
615485,58446,59,0.69,0.32,0.46,flight booking & fine dining & electronics purchase,Basic
845312,27427,71,0.03,0.13,0.03,grocery shopping,Basic
915067,48581,37,0.2,0.19,0.15,international travel,Gold
848710,43296,6,0.22,0.01,0.33,fine dining,Gold
545076,15109,79,0.67,0.45,0.16,hotel stay & electronics purchase,Basic
851590,36194,50,0.29,0.57,0.23,flight booking,Basic
1165548,46329,78,0.6,0.13,0.01,online shopping,Platinum
912158,47700,37,0.97,0.21,0.35,fine dining & online shopping,Gold
1040496,20355,62,0.79,0.12,0.44,restaurant visit & electronics purchase,Basic
740747,73033,11,0.33,0.56,0.49,flight booking & restaurant visit,Gold
987475,47957,19,0.47,0.01,0.42,fine dining,Gold
869816,50751,30,0.2,0.35,0.02,international travel,Gold
562272,58012,15,0.02,0.52,0.33,international travel & fine dining,Basic
879630,34238,42,0.29,0.11,0.25,flight booking,Basic
552075,59127,31,0.37,0.35,0.47,international travel & restaurant visit,Basic
641779,42658,11,0.56,0.03,0.45,restaurant visit & online shopping,Basic
847332,32068,5,0.94,0.49,0.49,international travel & restaurant visit & electronics purchase,Basic
874311,61468,78,0.95,0.16,0.43,fine dining & electronics purchase,Gold
502691,79833,25,0.07,0.59,0.27,hotel stay,Basic
1063496,64496,83,0.61,0.55,0.36,hotel stay & restaurant visit & online shopping,Platinum
943001,68459,34,0.04,0.44,0.48,international travel & fine dining,Gold
623817,39587,98,0.65,0.3,0.29,online shopping,Basic
415603,18047,12,0.12,0.46,0.42,hotel stay & restaurant visit,Basic
763773,79802,92,0.95,0.08,0.47,fine dining & electronics purchase,Gold
688514,91090,87,0.86,0.19,0.29,electronics purchase,Platinum
828285,80856,7,0.02,0.02,0.08,electronics purchase,Gold
709220,43284,59,0.78,0.39,0.08,hotel stay & online shopping,Gold
298135,26907,19,0.64,0.48,0.06,international travel & online shopping,Basic
702913,28686,40,0.5,0.57,0.24,hotel stay,Basic
723595,16325,10,0.6,0.41,0.24,international travel & electronics purchase,Platinum
958415,47852,46,0.68,0.44,0.31,flight booking & restaurant visit & electronics purchase,Gold
625450,82113,54,0.88,0.54,0.24,international travel & online shopping,Basic
1219668,47166,22,0.77,0.56,0.49,flight booking & fine dining & electronics purchase,Gold
322089,56046,87,0.58,0.29,0.15,online shopping,Basic
1127791,77511,54,0.82,0.07,0.44,restaurant visit & electronics purchase,Gold
743920,41918,34,0.99,0.28,0.05,online shopping,Gold
1014896,90710,81,0.3,0.33,0.3,international travel & restaurant visit,Gold
819950,89841,43,0.12,0.38,0.32,hotel stay & fine dining,Gold
1084888,47377,16,0.73,0.59,0.39,international travel & restaurant visit & online shopping,Gold
703159,38449,63,0.98,0.55,0.25,flight booking & online shopping,Basic
525344,63944,80,0.12,0.24,0.1,grocery shopping,Basic
1155126,43049,48,0.43,0.07,0.18,flight booking,Gold
771629,26868,92,0.06,0.13,0.14,international travel,Platinum
855389,75624,8,0.78,0.1,0.21,online shopping,Gold
1108687,74328,40,0.95,0.21,0.26,electronics purchase,Gold
542011,53110,52,0.5,0.53,0.31,hotel stay & fine dining,Basic
948872,24742,18,0.41,0.26,0.42,restaurant visit,Basic
652526,25409,85,0.91,0.34,0.46,hotel stay & restaurant visit & online shopping,Basic
766957,52144,53,0.13,0.11,0.23,flight booking,Gold
818069,40002,71,0.89,0.3,0.04,electronics purchase,Gold
424944,43178,91,0.39,0.52,0.4,flight booking & restaurant visit,Basic
605290,70439,81,0.56,0.46,0.24,international travel & online shopping,Basic
1137768,64663,13,0.53,0.05,0.27,electronics purchase,Gold
1021547,77562,25,0.62,0.52,0.3,flight booking & online shopping,Gold
784340,30187,76,0.94,0.16,0.33,restaurant visit & online shopping,Basic
860780,43136,85,0.95,0.4,0.45,international travel & fine dining & online shopping,Gold
726439,65179,20,0.83,0.09,0.48,fine dining & online shopping,Gold
1139145,58961,20,0.19,0.4,0.47,hotel stay & fine dining,Gold
749911,80647,32,0.33,0.02,0.4,restaurant visit,Gold
857960,58410,55,0.49,0.36,0.44,international travel & fine dining,Gold
1086507,86962,60,0.91,0.39,0.02,flight booking & online shopping,Gold
605657,60800,84,0.52,0.15,0.42,fine dining & online shopping,Basic
1189697,71243,61,0.98,0.56,0.04,international travel & online shopping,Gold
417384,43529,56,0.98,0.03,0.37,restaurant visit & online shopping,Basic
1207410,50285,50,0.6,0.54,0.08,hotel stay & online shopping,Gold
706831,68218,82,0.88,0.23,0.18,online shopping,Platinum
739325,82259,42,1.0,0.43,0.09,flight booking & online shopping,Gold
327497,64584,88,0.85,0.39,0.22,hotel stay & online shopping,Basic
686301,48336,52,0.66,0.1,0.21,online shopping,Platinum
540048,77546,45,0.85,0.19,0.02,online shopping,Basic
648088,6160,63,0.08,0.32,0.42,hotel stay & restaurant visit,Basic
765672,21555,97,0.63,0.51,0.43,international travel & restaurant visit & electronics purchase,Platinum
1039447,63632,71,0.22,0.57,0.39,flight booking & fine dining,Gold
851900,50282,78,0.12,0.01,0.42,restaurant visit,Gold
876919,62110,88,0.89,0.21,0.38,fine dining & online shopping,Gold
526120,51288,70,0.64,0.4,0.47,international travel & fine dining & electronics purchase,Basic
579811,61418,31,0.24,0.32,0.29,flight booking,Basic
1249681,33711,36,0.39,0.57,0.29,flight booking,Basic
616199,61409,60,0.97,0.01,0.43,restaurant visit & online shopping,Basic
1214052,69888,14,0.86,0.26,0.17,electronics purchase,Gold
739234,74411,44,0.02,0.4,0.03,flight booking,Gold
800571,90271,21,0.98,0.13,0.37,restaurant visit & online shopping,Gold
1067591,54881,62,0.37,0.44,0.13,hotel stay,Gold
1117973,55478,10,0.7,0.05,0.24,online shopping,Platinum
772296,19536,43,0.71,0.27,0.12,online shopping,Basic
702939,39371,22,0.91,0.41,0.41,flight booking & fine dining & electronics purchase,Basic
786019,46138,77,0.89,0.16,0.48,fine dining & online shopping,Gold
884489,71006,76,0.28,0.04,0.03,restaurant visit,Gold
1022825,37779,93,0.64,0.57,0.12,flight booking & online shopping,Basic
801057,65926,99,0.39,0.55,0.09,flight booking,Gold
954721,49967,46,0.53,0.56,0.34,flight booking & fine dining & electronics purchase,Gold
1209589,46456,8,0.55,0.59,0.21,hotel stay & electronics purchase,Gold
895327,54977,24,0.4,0.11,0.23,fine dining,Gold
877913,42176,32,0.46,0.09,0.08,grocery shopping,Gold
420272,41419,44,0.21,0.02,0.21,fine dining,Basic
200000,15904,69,0.61,0.54,0.15,international travel & electronics purchase,Basic
897093,45040,48,0.76,0.45,0.31,international travel & restaurant visit & electronics purchase,Gold
776293,40400,27,0.43,0.38,0.11,flight booking,Gold
671304,39680,61,0.98,0.56,0.31,flight booking & fine dining & online shopping,Basic
860882,58337,51,0.06,0.35,0.19,international travel,Platinum
784899,63172,17,0.59,0.08,0.17,electronics purchase,Gold
1081945,54643,20,0.58,0.11,0.15,online shopping,Platinum
821527,69908,94,0.04,0.08,0.34,restaurant visit,Gold
613269,61511,59,0.22,0.18,0.28,fuel refill,Basic
1047541,44098,99,0.91,0.23,0.43,restaurant visit & online shopping,Gold
745717,40742,69,0.54,0.48,0.12,international travel & online shopping,Gold
931634,56256,85,0.44,0.11,0.02,grocery shopping,Gold
680647,61475,20,0.42,0.44,0.09,flight booking,Basic
637543,77956,41,0.89,0.29,0.17,online shopping,Basic
821042,73823,56,0.37,0.6,0.09,international travel,Gold
803207,39170,14,0.86,0.47,0.04,hotel stay & online shopping,Platinum
919956,47959,42,0.31,0.58,0.22,hotel stay,Gold
732838,63420,48,0.53,0.21,0.34,fine dining & electronics purchase,Gold
340910,71359,99,0.14,0.07,0.38,fine dining,Basic
691806,68779,78,0.83,0.3,0.2,flight booking & online shopping,Basic
998454,48722,58,0.74,0.07,0.24,online shopping,Gold
725655,24919,55,0.53,0.3,0.38,restaurant visit & electronics purchase,Basic
738404,30021,56,0.03,0.16,0.18,fine dining,Basic
1046594,55452,74,0.48,0.29,0.39,fine dining,Gold
622006,56844,96,0.23,0.57,0.48,international travel & fine dining,Basic
414299,28026,96,0.41,0.17,0.44,fine dining,Basic
759842,50891,63,0.86,0.6,0.23,international travel & electronics purchase,Gold
678956,62624,17,0.77,0.14,0.29,electronics purchase,Basic
558438,26975,45,0.24,0.12,0.36,fine dining,Basic
756155,72099,16,0.98,0.33,0.17,hotel stay & electronics purchase,Gold
922876,42449,54,0.9,0.51,0.4,hotel stay & restaurant visit & online shopping,Gold
797677,75152,61,0.53,0.45,0.22,flight booking & online shopping,Gold
876745,39330,54,0.53,0.43,0.42,international travel & fine dining & online shopping,Basic
1253351,29467,61,0.9,0.17,0.13,online shopping,Basic
714280,40837,58,0.64,0.01,0.01,electronics purchase,Gold
869587,48097,70,0.54,0.1,0.32,fine dining & online shopping,Gold
672696,42230,12,0.75,0.21,0.23,online shopping,Basic
588410,45679,67,0.24,0.58,0.03,international travel,Basic
653773,56679,13,0.88,0.55,0.24,hotel stay & electronics purchase,Basic
680310,46576,64,0.53,0.12,0.08,electronics purchase,Basic
889868,48677,67,0.6,0.44,0.31,flight booking & restaurant visit & online shopping,Gold
1387268,15815,76,0.09,0.35,0.22,flight booking,Basic
620989,57833,7,0.31,0.03,0.09,fuel refill,Basic
695843,48215,77,0.43,0.22,0.21,grocery shopping,Basic
784219,82205,17,0.41,0.29,0.12,hotel stay,Gold
898949,31208,13,0.78,0.4,0.33,flight booking & restaurant visit & online shopping,Basic
865887,13834,99,0.28,0.18,0.15,online shopping,Basic
1121023,62361,93,0.18,0.56,0.41,flight booking & fine dining,Gold
200000,56930,56,0.58,0.27,0.01,electronics purchase,Basic
203267,29831,66,0.62,0.15,0.2,electronics purchase,Basic
676030,19405,12,0.12,0.19,0.31,fine dining,Basic
1074325,80747,99,0.0,0.45,0.01,hotel stay,Gold
408587,78282,49,0.92,0.38,0.11,flight booking & online shopping,Basic
200000,5000,57,0.08,0.45,0.16,international travel,Platinum
942794,40835,67,0.9,0.18,0.01,electronics purchase,Platinum
860914,83283,99,0.4,0.2,0.27,fine dining,Gold
527447,40478,85,0.65,0.24,0.32,restaurant visit & electronics purchase,Basic
553615,40187,61,0.19,0.11,0.11,fine dining,Basic
557564,44344,58,0.82,0.41,0.27,hotel stay & online shopping,Basic
827633,27582,23,0.18,0.2,0.5,restaurant visit,Basic
643421,15904,71,0.39,0.2,0.44,restaurant visit,Basic
923515,71050,50,0.24,0.16,0.03,grocery shopping,Platinum
200000,13141,98,0.84,0.27,0.06,electronics purchase,Basic
585787,54945,14,0.86,0.46,0.25,flight booking & online shopping,Basic
518486,67731,97,0.37,0.5,0.12,international travel,Basic
735914,20975,22,0.31,0.48,0.04,international travel,Platinum
665488,31514,16,0.77,0.37,0.13,flight booking & electronics purchase,Basic
999460,74263,53,0.88,0.17,0.03,online shopping,Gold
335165,60657,27,0.62,0.44,0.26,flight booking & electronics purchase,Basic
811372,37654,66,0.93,0.02,0.25,electronics purchase,Basic
939584,74044,15,0.38,0.48,0.0,hotel stay,Gold
1264161,74130,77,0.15,0.47,0.24,flight booking,Gold
679558,55381,60,0.18,0.4,0.26,hotel stay,Basic
881114,31996,92,0.67,0.06,0.3,fine dining & electronics purchase,Basic
349034,41731,93,0.41,0.6,0.49,international travel & fine dining,Basic
202010,55727,59,0.16,0.45,0.49,international travel & fine dining,Basic
1011193,46228,29,0.29,0.44,0.26,international travel,Gold
798609,68779,13,0.53,0.04,0.42,fine dining & online shopping,Gold
1094628,19404,16,0.12,0.24,0.04,online shopping,Basic
456649,20114,15,0.0,0.05,0.27,movie tickets,Basic
929975,53617,42,0.92,0.22,0.34,restaurant visit & online shopping,Gold
1267204,40169,32,0.3,0.34,0.28,international travel,Gold
904926,37459,12,0.22,0.53,0.12,hotel stay,Basic
869145,14638,78,0.7,0.17,0.03,electronics purchase,Basic
802139,50390,93,0.85,0.37,0.19,hotel stay & online shopping,Gold
407279,48944,51,0.63,0.1,0.32,restaurant visit & online shopping,Basic
1138893,63069,40,0.25,0.21,0.5,fine dining,Gold
647285,51378,54,0.86,0.57,0.12,hotel stay & electronics purchase,Basic
926120,47347,13,0.51,0.45,0.46,international travel & fine dining & online shopping,Platinum
409241,73540,64,0.38,0.33,0.03,international travel,Basic
505135,23750,76,0.6,0.15,0.47,fine dining & electronics purchase,Platinum
1158771,60727,71,0.7,0.23,0.42,fine dining & online shopping,Gold
713174,16577,57,0.59,0.09,0.01,electronics purchase,Basic
1163318,33232,86,0.92,0.21,0.15,online shopping,Basic
780442,25746,21,0.63,0.09,0.03,electronics purchase,Basic
339525,65638,57,0.88,0.48,0.5,international travel & restaurant visit & electronics purchase,Basic
1023016,48691,32,0.59,0.05,0.21,online shopping,Gold
652526,49729,67,0.33,0.11,0.33,restaurant visit,Basic
974672,27865,19,0.53,0.41,0.12,hotel stay & online shopping,Platinum
806302,44006,23,0.09,0.54,0.47,flight booking & fine dining,Gold
414220,34730,90,0.23,0.58,0.14,international travel,Basic
841073,57669,74,0.77,0.5,0.13,international travel & electronics purchase,Gold
1349055,30178,51,0.66,0.13,0.16,online shopping,Basic
923246,76595,75,0.17,0.17,0.23,fine dining,Gold
785620,16488,52,0.44,0.52,0.01,hotel stay,Basic
1068835,33869,77,0.14,0.53,0.3,hotel stay,Basic
852667,83544,24,0.86,0.38,0.02,flight booking & online shopping,Gold
852383,41297,41,0.11,0.19,0.27,flight booking,Gold
527093,23702,79,0.65,0.13,0.23,electronics purchase,Basic
858462,54381,6,0.61,0.51,0.12,international travel & electronics purchase,Gold
1058860,40492,68,0.47,0.12,0.16,fine dining,Platinum
590984,33282,90,0.28,0.4,0.35,international travel & restaurant visit,Basic
1156123,28082,40,0.4,0.58,0.0,international travel,Basic
777073,105367,9,0.81,0.42,0.16,international travel & online shopping,Gold
578057,44968,68,0.76,0.15,0.34,restaurant visit & electronics purchase,Basic
1049408,11488,11,0.74,0.17,0.08,online shopping,Basic
728301,79874,74,0.75,0.06,0.28,electronics purchase,Gold
989878,62221,26,0.14,0.41,0.08,flight booking,Gold
727060,34670,78,0.1,0.31,0.08,hotel stay,Platinum
785043,31337,50,0.86,0.12,0.39,restaurant visit & online shopping,Basic
923390,63469,44,0.84,0.14,0.13,online shopping,Gold
872724,45061,65,0.68,0.01,0.19,electronics purchase,Gold
301117,11480,50,0.61,0.59,0.37,international travel & restaurant visit & online shopping,Basic
519689,85744,88,0.37,0.5,0.09,hotel stay,Basic
1032352,41320,32,0.22,0.24,0.27,online shopping,Gold
766965,79911,91,0.67,0.57,0.46,hotel stay & fine dining & online shopping,Gold
669067,75568,39,0.91,0.41,0.28,international travel & electronics purchase,Basic
460356,29979,5,0.44,0.45,0.02,international travel,Basic
530065,70663,33,0.3,0.41,0.29,flight booking,Platinum
294550,36971,13,0.27,0.45,0.05,international travel,Basic
774679,12665,13,0.02,0.1,0.14,fuel refill,Basic
650390,41508,26,0.52,0.34,0.42,flight booking & fine dining & electronics purchase,Basic
558353,57952,67,0.99,0.51,0.01,hotel stay & electronics purchase,Basic
782969,40745,70,0.82,0.01,0.04,online shopping,Gold
890992,43859,84,0.9,0.07,0.18,electronics purchase,Gold
1323299,72871,62,0.62,0.15,0.5,restaurant visit & online shopping,Gold
422029,52129,74,0.48,0.18,0.15,movie tickets,Basic
1089845,33134,59,0.99,0.11,0.08,online shopping,Basic
1043275,64040,17,0.45,0.37,0.27,international travel,Gold
605226,53953,23,0.92,0.18,0.26,online shopping,Basic
850808,5000,83,0.76,0.09,0.22,online shopping,Basic
685591,58567,37,0.33,0.54,0.47,hotel stay & fine dining,Basic
846422,57836,78,0.5,0.42,0.14,international travel & online shopping,Gold
1177282,50402,69,0.38,0.15,0.15,restaurant visit,Gold
951401,67834,64,0.14,0.22,0.07,international travel,Gold
927152,36552,16,0.36,0.44,0.35,international travel & fine dining,Basic
692422,56729,47,0.89,0.47,0.16,international travel & online shopping,Basic
428985,18660,97,0.75,0.11,0.4,restaurant visit & electronics purchase,Basic
747882,58141,21,0.28,0.56,0.49,hotel stay & restaurant visit,Gold
1101652,89061,72,0.37,0.47,0.02,hotel stay,Gold
418208,30102,33,0.62,0.51,0.5,flight booking & fine dining & electronics purchase,Basic
536227,34803,59,0.42,0.09,0.13,fuel refill,Basic
831566,35799,11,0.5,0.09,0.21,electronics purchase,Basic
553836,52599,48,0.7,0.18,0.39,restaurant visit & online shopping,Basic
601869,28739,81,0.47,0.04,0.33,restaurant visit,Basic
694100,58424,9,0.19,0.05,0.39,restaurant visit,Basic
458595,66936,64,0.52,0.09,0.23,electronics purchase,Basic
556469,60686,10,0.36,0.43,0.46,international travel & restaurant visit,Basic
975856,14631,11,0.29,0.02,0.39,fine dining,Basic
473157,69903,50,0.33,0.05,0.15,grocery shopping,Basic
400531,68747,61,0.44,0.57,0.47,hotel stay & fine dining,Basic
642493,66603,58,0.89,0.05,0.48,fine dining & electronics purchase,Basic
982988,57456,96,0.73,0.32,0.21,flight booking & electronics purchase,Gold
750769,54403,50,0.67,0.39,0.33,flight booking & fine dining & online shopping,Gold
683854,70647,14,0.47,0.58,0.41,hotel stay & fine dining,Basic
811089,88470,8,0.0,0.54,0.41,international travel & fine dining,Gold
363573,30939,71,0.34,0.26,0.01,restaurant visit,Basic
923676,71562,29,0.81,0.57,0.31,flight booking & fine dining & online shopping,Gold
895858,48275,91,0.39,0.26,0.49,restaurant visit,Gold
697672,47406,95,0.56,0.4,0.12,hotel stay & online shopping,Basic
1051481,19269,82,0.2,0.16,0.4,restaurant visit,Basic
518125,44304,65,0.92,0.38,0.27,hotel stay & electronics purchase,Basic
1081977,30054,42,0.92,0.32,0.11,hotel stay & online shopping,Basic
838623,40722,36,0.15,0.36,0.03,hotel stay,Gold
715861,28036,27,0.72,0.41,0.38,flight booking & fine dining & online shopping,Basic
795031,41021,41,0.08,0.1,0.16,grocery shopping,Gold
773183,41877,7,0.6,0.18,0.19,electronics purchase,Gold
1105070,51935,17,0.18,0.44,0.24,hotel stay,Gold
530830,17705,38,0.15,0.1,0.25,international travel,Basic
609370,21089,92,0.0,0.21,0.1,fuel refill,Basic
1059075,57238,69,0.94,0.4,0.34,international travel & restaurant visit & electronics purchase,Gold
651116,34051,80,0.83,0.56,0.35,international travel & restaurant visit & electronics purchase,Basic
1025133,71490,12,0.08,0.05,0.07,electronics purchase,Platinum
1224858,54505,87,0.6,0.31,0.27,international travel & online shopping,Gold
699551,62135,13,0.23,0.05,0.3,restaurant visit,Basic
970340,78213,32,0.26,0.23,0.09,fine dining,Gold
511576,43805,82,0.87,0.11,0.45,restaurant visit & online shopping,Basic
988683,38510,95,0.11,0.39,0.24,hotel stay,Basic
849855,67434,22,0.6,0.45,0.06,hotel stay & electronics purchase,Gold
918259,60190,46,0.4,0.15,0.17,flight booking,Gold
638606,46253,45,0.19,0.43,0.24,flight booking,Basic
384729,77829,74,0.45,0.27,0.01,fuel refill,Basic
925813,45755,37,0.94,0.17,0.02,electronics purchase,Gold
284149,50655,93,0.78,0.31,0.03,hotel stay & online shopping,Basic
720662,50424,81,0.13,0.23,0.27,international travel,Gold
1035295,31308,58,0.85,0.14,0.17,online shopping,Platinum
847974,51551,91,0.94,0.45,0.45,international travel & restaurant visit & online shopping,Gold
1287085,77935,40,0.28,0.48,0.28,flight booking,Platinum
1056277,58899,89,0.33,0.48,0.38,international travel & fine dining,Gold
636525,50621,60,0.13,0.23,0.34,fine dining,Basic
806828,46764,21,0.34,0.1,0.26,grocery shopping,Gold
788157,56617,14,0.67,0.5,0.37,flight booking & fine dining & electronics purchase,Gold
404455,64995,91,0.27,0.2,0.27,international travel,Basic
564900,62184,48,0.01,0.45,0.19,flight booking,Basic
659809,43362,6,0.34,0.49,0.22,hotel stay,Basic
290944,56495,18,0.45,0.46,0.42,hotel stay & restaurant visit,Basic
811873,59598,45,0.57,0.23,0.28,online shopping,Gold
737732,29856,6,0.68,0.56,0.19,flight booking & online shopping,Basic
381776,53364,23,0.06,0.4,0.09,international travel,Basic
901053,6773,84,0.47,0.35,0.25,hotel stay,Basic
978968,59650,93,0.27,0.42,0.13,hotel stay,Gold
856758,63206,5,0.95,0.03,0.48,fine dining & electronics purchase,Gold
718982,64950,6,0.36,0.23,0.25,restaurant visit,Gold
947860,42099,31,0.1,0.53,0.0,international travel,Gold
970055,56180,6,0.04,0.1,0.05,fine dining,Gold
876850,78479,98,0.27,0.25,0.14,movie tickets,Gold
593846,78275,55,0.18,0.24,0.05,electronics purchase,Basic
869150,49416,14,0.65,0.21,0.45,fine dining & online shopping,Gold
1098870,52786,23,0.85,0.34,0.43,hotel stay & restaurant visit & online shopping,Gold
650842,72218,84,0.31,0.6,0.49,hotel stay & restaurant visit,Basic
1324484,19983,17,0.58,0.15,0.35,fine dining & online shopping,Basic
668592,43538,52,0.73,0.42,0.32,international travel & restaurant visit & electronics purchase,Basic
808101,76711,60,0.4,0.45,0.46,hotel stay & restaurant visit,Gold
631878,69504,76,0.07,0.35,0.47,international travel & fine dining,Basic
855817,57385,60,0.23,0.06,0.44,restaurant visit,Gold
364444,19883,54,0.88,0.34,0.43,hotel stay & fine dining & electronics purchase,Basic
663489,49001,99,0.82,0.57,0.34,flight booking & fine dining & online shopping,Basic
526969,38201,49,0.09,0.21,0.0,electronics purchase,Basic
833834,56620,93,0.22,0.38,0.21,flight booking,Platinum
1048611,33813,63,0.77,0.58,0.32,hotel stay & fine dining & electronics purchase,Basic
961501,29485,43,0.49,0.48,0.27,hotel stay,Platinum
207085,8702,25,0.76,0.41,0.41,flight booking & restaurant visit & online shopping,Platinum
1310517,74436,59,0.21,0.58,0.41,international travel & fine dining,Gold
873819,42004,61,0.95,0.1,0.3,online shopping,Platinum
605875,53142,45,0.78,0.46,0.01,hotel stay & online shopping,Basic
839281,49955,97,0.2,0.24,0.18,flight booking,Gold
844047,28651,74,0.56,0.22,0.11,online shopping,Basic
633287,24818,86,0.11,0.31,0.17,international travel,Basic
849479,29893,53,0.36,0.02,0.31,restaurant visit,Platinum
648131,35536,48,0.66,0.19,0.03,online shopping,Basic
698909,57332,39,0.33,0.1,0.01,movie tickets,Basic
628430,34085,95,0.66,0.08,0.22,electronics purchase,Basic
441832,84929,9,0.24,0.2,0.4,fine dining,Basic
836459,70543,75,0.72,0.48,0.02,hotel stay & electronics purchase,Gold
946324,66167,78,0.36,0.12,0.42,fine dining,Gold
928720,47606,78,0.79,0.32,0.19,international travel & electronics purchase,Gold
1004981,80285,55,0.14,0.45,0.06,hotel stay,Gold
881085,45639,61,0.36,0.14,0.28,fine dining,Gold
666818,49374,62,0.46,0.55,0.48,international travel & restaurant visit,Basic
1009915,53399,96,0.42,0.52,0.27,hotel stay,Gold
460620,64036,40,0.43,0.15,0.34,restaurant visit,Basic
574832,62738,14,0.44,0.59,0.41,hotel stay & fine dining,Basic
558949,40497,54,0.99,0.4,0.4,hotel stay & restaurant visit & electronics purchase,Basic
1070014,39340,41,0.19,0.17,0.04,electronics purchase,Basic
1035697,62798,24,0.77,0.41,0.37,hotel stay & fine dining & online shopping,Gold
921826,64304,17,0.55,0.4,0.47,international travel & restaurant visit & electronics purchase,Platinum
1067982,42132,79,0.41,0.36,0.35,hotel stay & restaurant visit,Gold
580179,18256,23,0.63,0.43,0.42,flight booking & restaurant visit & electronics purchase,Basic
887148,45853,96,0.85,0.16,0.24,online shopping,Gold
768706,62470,60,0.47,0.59,0.16,international travel,Platinum
1011720,86108,49,0.86,0.51,0.34,international travel & fine dining & online shopping,Gold
771193,26040,64,0.09,0.45,0.25,flight booking,Basic
703764,41468,72,0.65,0.02,0.45,restaurant visit & electronics purchase,Gold
935227,42211,61,0.33,0.35,0.49,international travel & restaurant visit,Gold
1019042,77116,58,0.39,0.42,0.41,flight booking & restaurant visit,Gold
632913,49301,41,0.57,0.51,0.5,flight booking & fine dining & electronics purchase,Basic
784731,31853,87,0.48,0.57,0.17,international travel,Basic
535389,61173,41,0.38,0.55,0.45,hotel stay & restaurant visit,Basic
200000,41907,18,0.31,0.24,0.16,fine dining,Basic
850114,25512,99,0.62,0.54,0.06,international travel & electronics purchase,Basic
952226,32144,96,0.51,0.0,0.31,fine dining & online shopping,Basic
865516,84680,48,0.32,0.21,0.23,fine dining,Gold
312609,57684,87,0.2,0.07,0.46,restaurant visit,Basic
712287,52155,46,0.77,0.53,0.25,hotel stay & electronics purchase,Gold
245413,45002,5,0.8,0.56,0.46,flight booking & restaurant visit & electronics purchase,Basic
1142425,55842,27,0.21,0.15,0.04,restaurant visit,Gold
528486,55604,68,0.26,0.22,0.42,restaurant visit,Basic
1113850,55843,32,0.24,0.59,0.38,flight booking & fine dining,Gold
1036467,52296,8,0.88,0.34,0.36,flight booking & fine dining & electronics purchase,Gold
574852,67375,45,0.77,0.3,0.18,electronics purchase,Basic
516803,50462,64,0.07,0.3,0.39,international travel & restaurant visit,Basic
887592,30441,22,0.83,0.42,0.24,flight booking & electronics purchase,Platinum
588918,37751,67,0.04,0.57,0.36,hotel stay & fine dining,Basic
